customer_id,gender,age,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,support_tickets,last_login_days,usage_frequency,plan_type,has_premium_support,churn
CUST-0612,Female,62,28,95.8,2739.32,Two year,Bank transfer,Fiber optic,2,23,8,Premium,No,No
CUST-0613,Female,33,12,82.8,,Month-to-month,Electronic check,Fiber optic,7,4,14,Standard,No,Yes
CUST-0614,Male,25,25,22.74,554.2,One year,Credit card,No,3,25,17,Basic,Yes,No
CUST-0615,Female,79,27,97.17,2600.4,One year,Electronic check,Fiber optic,2,18,13,Standard,Yes,Yes
CUST-0616,Female,64,18,94.22,1706.53,Month-to-month,Electronic check,Fiber optic,2,19,11,Premium,No,Yes
CUST-0617,Male,34,1,59.58,59.58,Month-to-month,Bank transfer,Fiber optic,1,29,15,Basic,No,Yes
CUST-0618,Male,34,60,37.73,2254.78,Two year,Electronic check,No,1,20,14,Basic,Yes,No
CUST-0619,Female,71,59,43.41,2530.63,Two year,Credit card,DSL,2,14,18,Basic,No,No
CUST-0620,Female,43,4,92.29,370.5,Month-to-month,Electronic check,Fiber optic,3,16,14,Premium,No,Yes
CUST-0621,Male,30,1,68.63,69.76,Month-to-month,Credit card,Fiber optic,3,28,13,Basic,No,Yes
CUST-0622,Male,34,41,41.94,1756.7,Two year,Bank transfer,DSL,3,11,16,Basic,No,No
CUST-0623,Male,55,3,47.32,131.24,Month-to-month,Mailed check,DSL,2,24,12,Standard,No,Yes
CUST-0624,Male,34,4,72.81,247.3,Month-to-month,Electronic check,Fiber optic,3,12,16,Standard,No,Yes
CUST-0625,Female,65,54,66.68,3596.27,Month-to-month,Electronic check,Fiber optic,6,19,12,Basic,No,Yes
CUST-0626,Male,31,2,36.14,98.34,Month-to-month,Credit card,No,1,23,10,Standard,Yes,No
CUST-0627,Male,62,13,85.03,1117.6,Month-to-month,Electronic check,Fiber optic,7,20,6,Standard,No,Yes
CUST-0628,Female,23,1,68.1,89.83,Month-to-month,Bank transfer,Fiber optic,4,15,17,Basic,Yes,Yes
CUST-0629,Male,52,6,69.6,426.64,Month-to-month,Credit card,DSL,3,14,17,Standard,Yes,No
CUST-0630,Male,63,6,62.12,363.94,Month-to-month,Electronic check,DSL,9,10,14,Standard,No,Yes
CUST-0631,Female,31,49,97.45,4752.56,Two year,Mailed check,Fiber optic,4,4,12,Premium,No,No
CUST-0632,Female,64,61,61.56,3735.51,Two year,Bank transfer,Fiber optic,3,29,8,Standard,No,No
CUST-0633,Female,25,53,85.6,4524.76,Two year,Electronic check,DSL,1,27,10,Premium,Yes,No
CUST-0634,Female,78,28,62.82,1771.64,One year,Electronic check,Fiber optic,3,17,9,Basic,No,Yes
CUST-0635,Male,32,4,19.99,78.35,Month-to-month,Mailed check,No,5,23,18,Basic,No,Yes
CUST-0636,Male,71,10,71.28,676.82,Month-to-month,Electronic check,Fiber optic,4,27,6,Basic,Yes,Yes
CUST-0637,Female,78,57,73.41,4190.77,Two year,Bank transfer,Fiber optic,0,12,16,Basic,No,No
CUST-0638,Male,44,5,95.89,503.9,Month-to-month,Electronic check,Fiber optic,7,10,17,Premium,No,Yes
CUST-0639,Male,30,1,47.97,47.97,Month-to-month,Credit card,DSL,3,9,21,Basic,Yes,No
CUST-0640,Male,66,27,56.7,1541.89,One year,Electronic check,DSL,1,14,14,Basic,Yes,No
CUST-0641,Male,48,11,24.4,226.18,Month-to-month,Bank transfer,No,1,6,18,Basic,No,Yes
CUST-0642,Male,70,4,59.34,219.84,Month-to-month,Mailed check,Fiber optic,3,29,10,Basic,No,Yes
CUST-0643,Male,73,44,76.67,3347.81,Two year,Electronic check,Fiber optic,4,11,15,Basic,Yes,No
CUST-0644,Male,52,37,41.1,1534.39,Two year,Electronic check,DSL,1,17,10,Basic,No,No
CUST-0645,Male,77,8,82.64,694.41,Month-to-month,Bank transfer,Fiber optic,4,26,0,Standard,Yes,Yes
CUST-0646,Female,23,65,44.14,2890.34,Two year,Credit card,DSL,4,5,16,Basic,No,No
CUST-0647,Female,22,29,54.85,1611.22,One year,Electronic check,DSL,1,8,19,Standard,No,No
CUST-0648,Female,39,39,100.76,3911.01,One year,Mailed check,Fiber optic,3,15,13,Standard,Yes,No
CUST-0649,Female,75,8,87.05,708.06,Month-to-month,Electronic check,Fiber optic,4,7,17,Standard,No,Yes
CUST-0650,Male,66,6,41.11,251.45,Month-to-month,Electronic check,DSL,3,25,15,Basic,No,Yes
CUST-0651,Male,40,28,69.56,1924.17,One year,Bank transfer,DSL,0,11,22,Premium,No,No
CUST-0652,Female,42,51,69.78,3580.3,Two year,Credit card,Fiber optic,3,18,5,Standard,No,No
CUST-0653,Female,51,26,69.21,1808.13,One year,Electronic check,Fiber optic,3,22,15,Basic,No,Yes
CUST-0654,Female,43,1,64.66,64.66,Month-to-month,Credit card,Fiber optic,2,15,14,Basic,No,Yes
CUST-0655,Male,64,3,72.66,234.4,Month-to-month,Electronic check,Fiber optic,2,3,13,Basic,Yes,No
CUST-0656,Male,22,45,35.11,1582.91,Two year,Bank transfer,No,1,26,9,Standard,No,No
CUST-0657,Male,43,8,72.76,606.1,Month-to-month,Mailed check,DSL,3,19,11,Standard,Yes,Yes
CUST-0658,Male,37,5,56.82,321.86,Month-to-month,Mailed check,DSL,2,15,15,Basic,Yes,No
CUST-0659,Female,23,6,81.81,485.28,Month-to-month,Mailed check,Fiber optic,5,6,18,Basic,Yes,Yes
CUST-0660,Female,23,12,64.81,771.92,Month-to-month,Electronic check,DSL,2,26,7,Premium,No,Yes
CUST-0661,Male,76,27,102.9,2768.48,One year,Bank transfer,Fiber optic,4,30,11,Premium,No,Yes
CUST-0662,Female,67,23,87.55,2014.0,One year,Bank transfer,Fiber optic,1,12,16,Standard,Yes,No
CUST-0663,Female,35,3,48.73,173.21,Month-to-month,Electronic check,No,5,22,8,Standard,Yes,Yes
CUST-0664,Male,21,7,38.14,245.76,Month-to-month,Credit card,No,8,11,12,Standard,No,Yes
CUST-0665,Male,34,71,34.3,2407.89,Two year,Electronic check,No,3,26,8,Standard,No,No
CUST-0666,Male,74,1,41.07,45.79,Month-to-month,Bank transfer,DSL,2,0,14,Basic,No,Yes
CUST-0667,Male,31,4,19.99,79.21,Month-to-month,Electronic check,No,6,30,2,Basic,No,Yes
CUST-0668,Male,31,41,55.29,2270.75,Two year,Electronic check,DSL,4,10,8,Standard,No,No
CUST-0669,Male,30,1,73.82,73.82,Month-to-month,Electronic check,Fiber optic,7,16,7,Basic,Yes,Yes
CUST-0670,Male,24,53,75.98,4057.77,Two year,Mailed check,Fiber optic,3,5,23,Basic,No,No
CUST-0671,Male,61,1,55.14,59.25,Month-to-month,Bank transfer,DSL,4,1,9,Standard,No,No
CUST-0672,Female,72,24,76.43,1883.26,One year,Electronic check,Fiber optic,3,2,18,Standard,No,No
CUST-0673,Male,32,8,80.58,652.91,Month-to-month,Electronic check,DSL,2,1,17,Premium,Yes,No
CUST-0674,Female,36,39,46.64,1810.93,Two year,Electronic check,DSL,2,17,17,Basic,Yes,No
CUST-0675,Male,60,2,52.91,110.92,Month-to-month,Bank transfer,No,1,23,13,Premium,Yes,No
CUST-0676,Female,64,1,42.06,71.65,Month-to-month,Bank transfer,DSL,2,23,9,Basic,No,Yes
CUST-0677,Male,61,55,55.04,3012.79,Two year,Electronic check,DSL,1,12,13,Standard,No,No
CUST-0678,Male,52,2,79.97,171.63,Month-to-month,Electronic check,Fiber optic,3,21,4,Basic,Yes,Yes
CUST-0679,Female,34,1,27.28,36.04,Month-to-month,Bank transfer,No,5,18,4,Basic,No,Yes
CUST-0680,Female,52,3,49.45,160.23,Month-to-month,Electronic check,DSL,4,20,16,Basic,No,Yes
CUST-0681,Female,36,31,81.15,,One year,Electronic check,Fiber optic,1,29,9,Standard,No,No
CUST-0682,Male,37,12,23.46,294.27,Month-to-month,Electronic check,No,2,6,10,Basic,No,Yes
CUST-0683,Male,53,12,56.41,688.17,Month-to-month,Mailed check,DSL,3,20,5,Standard,No,Yes
CUST-0684,Female,52,21,53.4,1152.74,One year,Mailed check,Fiber optic,4,15,20,Basic,No,No
CUST-0685,Female,49,6,71.18,462.54,Month-to-month,Bank transfer,Fiber optic,0,22,10,Basic,No,Yes
CUST-0686,Female,75,37,82.73,3068.47,Two year,Electronic check,Fiber optic,3,15,19,Standard,No,No
CUST-0687,Female,65,27,62.8,1700.18,Two year,Bank transfer,No,0,9,19,Premium,Yes,No
CUST-0688,Male,61,28,37.44,1029.11,One year,Electronic check,DSL,1,6,15,Basic,No,No
CUST-0689,Female,57,27,41.79,1124.4,Two year,Credit card,No,1,19,10,Standard,Yes,No
CUST-0690,Male,41,23,59.66,1363.06,One year,Mailed check,No,2,15,14,Premium,Yes,No
CUST-0691,Male,78,4,67.79,290.67,Month-to-month,Mailed check,DSL,6,9,6,Standard,Yes,Yes
CUST-0692,Male,78,25,45.24,1137.15,One year,Electronic check,DSL,3,29,16,Standard,No,No
CUST-0693,Female,34,8,21.01,148.44,Month-to-month,Electronic check,No,2,13,21,Basic,No,Yes
CUST-0694,Male,24,14,83.44,,Month-to-month,Mailed check,Fiber optic,5,25,7,Basic,Yes,Yes
CUST-0695,Male,60,37,64.34,2431.62,Two year,Bank transfer,Fiber optic,3,21,12,Basic,No,No
CUST-0696,Female,67,17,55.1,928.13,Month-to-month,Electronic check,Fiber optic,3,8,21,Basic,No,Yes
CUST-0697,Male,18,36,79.06,2859.7,Two year,Credit card,Fiber optic,3,3,8,Standard,No,No
CUST-0698,Female,52,1,31.47,31.91,Month-to-month,Credit card,No,2,25,14,Basic,Yes,Yes
CUST-0699,Male,49,30,51.88,1551.41,One year,Mailed check,DSL,2,11,22,Basic,Yes,No
CUST-0700,Male,53,20,70.77,1438.85,Month-to-month,Credit card,DSL,4,16,15,Premium,No,Yes
CUST-0701,Female,30,25,44.68,1107.91,One year,Electronic check,No,0,30,15,Standard,No,No
CUST-0702,Male,23,26,50.7,1312.16,One year,Electronic check,No,5,7,20,Premium,No,No
CUST-0703,Male,75,14,80.96,1160.94,One year,Electronic check,Fiber optic,4,3,13,Standard,No,No
CUST-0704,Male,31,8,19.99,152.23,Month-to-month,Mailed check,No,4,7,14,Basic,No,Yes
CUST-0705,Male,54,67,94.72,6318.12,Month-to-month,Electronic check,Fiber optic,3,26,8,Standard,Yes,Yes
CUST-0706,Female,65,5,63.49,294.89,Month-to-month,Credit card,DSL,4,8,11,Standard,No,No
CUST-0707,Male,32,10,19.99,210.19,One year,Electronic check,No,1,11,21,Basic,No,No
CUST-0708,Female,64,63,74.46,4676.96,Two year,Electronic check,Fiber optic,2,28,13,Basic,Yes,No
CUST-0709,Male,79,1,38.38,60.98,Month-to-month,Credit card,DSL,0,27,14,Basic,Yes,Yes
CUST-0710,Female,21,17,75.82,1289.36,One year,Electronic check,Fiber optic,1,15,11,Standard,No,Yes
CUST-0711,Female,57,38,74.85,2859.55,Two year,Electronic check,Fiber optic,1,7,19,Basic,No,No
CUST-0712,Female,76,12,43.51,529.2,Month-to-month,Bank transfer,No,3,14,23,Standard,Yes,Yes
CUST-0713,Male,33,13,51.13,685.89,One year,Electronic check,DSL,3,16,13,Basic,Yes,Yes
CUST-0714,Male,45,52,46.36,2448.39,Two year,Electronic check,DSL,1,12,14,Basic,Yes,No
CUST-0715,Male,33,5,67.24,347.49,Month-to-month,Electronic check,Fiber optic,10,13,13,Basic,No,Yes
CUST-0716,Female,79,1,19.99,30.31,Month-to-month,Mailed check,No,6,27,13,Basic,No,No
CUST-0717,Female,21,1,67.05,89.29,Month-to-month,Credit card,Fiber optic,6,14,15,Basic,No,Yes
CUST-0718,Female,62,49,65.52,3199.2,Two year,Credit card,Fiber optic,2,27,17,Basic,No,No
CUST-0719,Male,43,46,72.22,3332.95,Two year,Electronic check,Fiber optic,6,8,21,Basic,No,No
CUST-0720,Female,45,10,80.84,789.96,One year,Electronic check,DSL,0,20,11,Premium,Yes,No
CUST-0721,Female,49,9,75.83,667.29,Month-to-month,Mailed check,Fiber optic,6,23,3,Standard,No,Yes
CUST-0722,Male,62,2,61.82,114.12,Month-to-month,Credit card,DSL,3,28,10,Standard,Yes,Yes
CUST-0723,Male,19,1,50.66,76.03,Month-to-month,Electronic check,No,2,11,25,Premium,Yes,Yes
CUST-0724,Female,48,1,80.63,80.63,Month-to-month,Electronic check,DSL,4,21,11,Premium,Yes,Yes
CUST-0725,Female,20,18,94.68,1688.63,One year,Bank transfer,Fiber optic,2,22,13,Premium,No,Yes
CUST-0726,Female,71,44,47.57,2108.27,Two year,Credit card,DSL,2,18,16,Basic,No,No
CUST-0727,Male,25,24,74.14,1746.41,Two year,Electronic check,Fiber optic,5,24,6,Standard,No,Yes
CUST-0728,Female,41,18,51.51,889.76,One year,Electronic check,DSL,2,8,16,Standard,No,No
CUST-0729,Male,32,1,86.56,86.56,Month-to-month,Electronic check,Fiber optic,3,25,9,Standard,Yes,Yes
CUST-0730,Male,60,2,53.73,102.09,Month-to-month,Electronic check,DSL,1,12,26,Standard,No,No
CUST-0731,Male,48,17,58.7,1018.77,Month-to-month,Bank transfer,Fiber optic,7,28,8,Basic,No,Yes
CUST-0732,Female,26,31,103.61,3235.92,One year,Bank transfer,Fiber optic,2,17,11,Premium,Yes,No
CUST-0733,Female,56,51,65.09,3317.56,Two year,Bank transfer,Fiber optic,3,3,18,Basic,No,No
CUST-0734,Female,62,4,65.24,256.8,Month-to-month,Electronic check,Fiber optic,7,19,7,Basic,No,Yes
CUST-0735,Male,19,21,81.37,1693.24,Month-to-month,Electronic check,Fiber optic,2,0,14,Basic,Yes,No
CUST-0736,Female,25,4,74.85,297.2,Month-to-month,Electronic check,Fiber optic,5,19,12,Basic,Yes,Yes
CUST-0737,Male,24,1,19.99,19.99,Month-to-month,Electronic check,No,4,2,7,Basic,No,Yes
CUST-0738,Female,73,6,80.73,475.35,Month-to-month,Bank transfer,Fiber optic,2,26,12,Basic,Yes,No
CUST-0739,Male,61,7,69.99,488.31,Month-to-month,Electronic check,DSL,2,10,20,Premium,No,Yes
CUST-0740,Male,68,8,19.99,144.22,Month-to-month,Electronic check,No,2,1,11,Basic,No,No
CUST-0741,Male,56,45,49.61,2219.58,Two year,Electronic check,DSL,3,5,19,Standard,No,No
CUST-0742,Male,59,20,39.66,787.22,One year,Mailed check,No,0,30,10,Standard,Yes,No
CUST-0743,Female,78,7,48.91,342.24,Month-to-month,Mailed check,DSL,5,2,7,Standard,No,Yes
CUST-0744,Female,74,21,74.99,1592.05,Month-to-month,Credit card,Fiber optic,9,9,14,Basic,No,Yes
CUST-0745,Male,33,25,49.64,1249.53,Month-to-month,Electronic check,DSL,4,24,11,Standard,No,Yes
CUST-0746,Female,52,7,19.99,157.55,Month-to-month,Bank transfer,No,3,8,30,Basic,No,No
CUST-0747,Male,47,1,65.27,76.72,Month-to-month,Electronic check,Fiber optic,7,13,12,Basic,No,Yes
CUST-0748,Female,27,1,79.12,81.41,Month-to-month,Electronic check,Fiber optic,7,15,15,Standard,No,Yes
CUST-0749,Female,55,23,66.1,1564.93,One year,Credit card,DSL,0,26,15,Premium,No,No
CUST-0750,Female,35,26,82.28,2124.96,One year,Electronic check,Fiber optic,2,23,12,Standard,No,Yes
CUST-0751,Male,67,23,57.38,1301.48,Month-to-month,Bank transfer,Fiber optic,7,23,10,Basic,No,Yes
CUST-0752,Female,22,52,59.67,3099.79,Two year,Electronic check,Fiber optic,3,17,10,Basic,No,No
CUST-0753,Female,70,6,45.61,272.46,Month-to-month,Mailed check,DSL,6,26,7,Basic,No,Yes
CUST-0754,Male,46,15,74.51,1120.41,Month-to-month,Bank transfer,Fiber optic,6,21,2,Standard,No,Yes
CUST-0755,Male,56,26,81.49,2099.65,One year,Credit card,Fiber optic,2,29,10,Basic,Yes,No
CUST-0756,Female,77,31,76.91,,One year,Credit card,DSL,2,3,11,Premium,No,No
CUST-0757,Female,51,43,57.01,2444.52,Two year,Mailed check,DSL,2,25,5,Basic,Yes,No
CUST-0758,Female,60,25,69.22,1711.23,One year,Electronic check,Fiber optic,3,17,15,Basic,No,Yes
CUST-0759,Female,79,53,23.1,1229.59,Two year,Bank transfer,No,4,1,8,Basic,Yes,No
CUST-0760,Female,62,49,32.31,1605.1,Two year,Bank transfer,DSL,4,9,17,Basic,No,No
CUST-0761,Male,40,26,74.4,1966.62,One year,Electronic check,Fiber optic,3,11,17,Standard,No,No
CUST-0762,Male,22,3,65.24,147.76,Month-to-month,Mailed check,DSL,3,6,17,Premium,No,Yes
CUST-0763,Male,47,19,58.5,1126.85,One year,Credit card,Fiber optic,2,26,9,Basic,No,Yes
CUST-0764,Female,23,54,71.58,3900.46,Two year,Mailed check,Fiber optic,1,15,17,Basic,Yes,No
CUST-0765,Male,73,29,73.85,2129.74,One year,Electronic check,DSL,2,16,18,Premium,No,No
CUST-0766,Female,75,20,83.25,1660.37,Month-to-month,Credit card,Fiber optic,4,13,11,Standard,No,Yes
CUST-0767,Female,78,19,51.48,959.15,One year,Electronic check,No,3,23,10,Premium,No,No
CUST-0768,Female,63,1,28.93,28.93,Month-to-month,Electronic check,No,1,28,15,Basic,Yes,No
CUST-0769,Male,61,12,49.66,574.62,Month-to-month,Bank transfer,DSL,4,20,3,Basic,Yes,Yes
CUST-0770,Female,21,4,41.51,184.74,Month-to-month,Electronic check,DSL,4,25,3,Basic,No,Yes
CUST-0771,Male,46,33,27.63,909.67,One year,Bank transfer,No,5,23,7,Basic,Yes,No
CUST-0772,Female,40,39,69.89,2665.64,Two year,Electronic check,DSL,2,17,16,Standard,Yes,No
CUST-0773,Male,23,17,68.43,1151.25,Month-to-month,Electronic check,Fiber optic,6,0,13,Basic,Yes,Yes
CUST-0774,Male,49,4,51.12,190.67,Month-to-month,Electronic check,DSL,3,28,10,Standard,No,Yes
CUST-0775,Female,59,20,70.37,1424.51,Month-to-month,Credit card,Fiber optic,2,1,17,Basic,Yes,Yes
CUST-0776,Male,35,25,57.29,1430.9,One year,Mailed check,DSL,2,13,17,Standard,No,No
CUST-0777,Male,32,9,19.99,178.02,Month-to-month,Electronic check,No,4,5,11,Basic,No,Yes
CUST-0778,Female,57,1,19.99,32.85,Month-to-month,Electronic check,No,2,14,21,Basic,No,Yes
CUST-0779,Female,75,6,57.12,363.88,Month-to-month,Electronic check,DSL,6,3,14,Standard,No,Yes
CUST-0780,Female,49,19,19.99,385.16,Month-to-month,Mailed check,No,3,28,9,Basic,No,No
CUST-0781,Female,26,12,79.19,937.2,Month-to-month,Electronic check,Fiber optic,2,23,12,Basic,Yes,Yes
CUST-0782,Female,54,27,54.07,1429.79,One year,Mailed check,DSL,1,27,10,Basic,Yes,No
CUST-0783,Male,27,2,102.31,233.62,Month-to-month,Mailed check,Fiber optic,5,24,2,Premium,Yes,Yes
CUST-0784,Male,37,23,80.64,1922.5,One year,Bank transfer,Fiber optic,4,8,22,Standard,No,Yes
CUST-0785,Male,23,3,65.3,198.38,Month-to-month,Bank transfer,DSL,3,14,18,Standard,No,No
CUST-0786,Female,65,11,74.36,824.29,Month-to-month,Mailed check,DSL,1,4,14,Premium,No,No
CUST-0787,Female,73,2,52.47,135.02,Month-to-month,Electronic check,No,1,5,13,Premium,No,No
CUST-0788,Male,76,34,52.76,,One year,Bank transfer,No,3,10,12,Standard,Yes,No
CUST-0789,Male,20,49,30.18,1497.9,Two year,Bank transfer,No,0,12,15,Standard,No,No
CUST-0790,Female,59,36,71.28,2573.59,Two year,Electronic check,DSL,1,11,13,Standard,Yes,No
CUST-0791,Male,28,26,66.78,1720.9,One year,Credit card,Fiber optic,3,26,11,Basic,No,No
CUST-0792,Female,60,7,87.29,600.63,Month-to-month,Electronic check,DSL,4,6,20,Premium,Yes,No
CUST-0793,Female,34,67,32.39,2143.82,Two year,Electronic check,No,3,27,9,Standard,No,No
CUST-0794,Female,49,36,46.96,1713.06,One year,Electronic check,DSL,0,19,25,Basic,No,No
CUST-0795,Male,21,13,66.29,840.97,Month-to-month,Credit card,Fiber optic,3,11,20,Basic,Yes,Yes
CUST-0796,Female,21,54,63.12,3416.72,Two year,Mailed check,Fiber optic,3,9,26,Basic,No,No
CUST-0797,Female,34,11,21.36,202.43,Month-to-month,Bank transfer,No,4,2,8,Basic,No,Yes
CUST-0798,Female,58,10,68.28,710.69,Month-to-month,Electronic check,Fiber optic,5,1,11,Basic,No,Yes
CUST-0799,Female,36,5,54.53,268.55,Month-to-month,Mailed check,Fiber optic,5,25,5,Basic,No,Yes
CUST-0800,Female,22,4,58.77,256.52,Month-to-month,Electronic check,Fiber optic,3,19,11,Basic,No,Yes
CUST-0801,Female,49,4,29.58,114.08,Month-to-month,Credit card,No,7,24,10,Standard,No,Yes
CUST-0802,Male,39,10,35.32,341.06,Month-to-month,Electronic check,DSL,2,29,5,Basic,No,Yes
CUST-0803,Female,73,5,19.99,73.14,Month-to-month,Electronic check,No,3,20,15,Basic,No,Yes
CUST-0804,Female,23,3,20.82,83.54,Month-to-month,Electronic check,No,5,0,11,Basic,No,Yes
CUST-0805,Male,52,19,77.38,1462.95,One year,Credit card,DSL,1,27,19,Premium,No,No
CUST-0806,Female,39,30,38.12,1149.54,One year,Mailed check,DSL,1,20,13,Basic,No,No
CUST-0807,Female,18,1,82.73,82.73,Month-to-month,Mailed check,Fiber optic,5,5,19,Basic,Yes,Yes
CUST-0808,Female,37,28,55.42,1551.42,Month-to-month,Mailed check,DSL,4,12,12,Standard,No,No
CUST-0809,Male,39,1,63.93,68.04,Month-to-month,Credit card,Fiber optic,6,29,10,Basic,No,Yes
CUST-0810,Male,65,52,80.23,4136.85,Two year,Credit card,Fiber optic,0,27,10,Basic,Yes,No
CUST-0811,Female,72,5,64.22,307.46,Month-to-month,Bank transfer,Fiber optic,3,9,20,Basic,No,Yes
CUST-0812,Female,28,6,61.09,398.04,Month-to-month,Electronic check,DSL,2,12,18,Standard,Yes,Yes
CUST-0813,Male,30,1,86.63,86.63,Month-to-month,Electronic check,Fiber optic,5,21,14,Standard,No,Yes
CUST-0814,Female,76,23,79.81,1853.68,One year,Credit card,Fiber optic,3,28,15,Standard,No,Yes
CUST-0815,Female,59,1,28.96,35.49,Month-to-month,Mailed check,No,7,4,15,Basic,No,Yes
CUST-0816,Female,20,9,53.23,489.3,Month-to-month,Electronic check,DSL,3,7,18,Standard,No,Yes
CUST-0817,Female,26,8,58.34,479.4,Month-to-month,Mailed check,Fiber optic,4,20,8,Basic,No,Yes
CUST-0818,Male,77,26,26.15,680.31,Month-to-month,Credit card,No,3,10,12,Basic,Yes,Yes
CUST-0819,Male,29,58,61.65,3564.32,Two year,Electronic check,Fiber optic,3,25,7,Basic,No,No
CUST-0820,Male,40,28,79.52,2211.66,Two year,Mailed check,Fiber optic,3,18,8,Standard,No,No
CUST-0821,Female,31,21,36.03,750.02,One year,Credit card,DSL,0,18,18,Basic,No,No
CUST-0822,Male,50,24,28.74,714.77,One year,Mailed check,No,3,29,9,Standard,No,No
CUST-0823,Male,35,7,93.39,626.61,Month-to-month,Electronic check,Fiber optic,3,3,16,Premium,No,Yes
CUST-0824,Male,66,23,20.46,464.35,One year,Credit card,No,1,9,20,Basic,No,No
CUST-0825,Female,76,17,22.06,344.73,One year,Credit card,No,3,23,8,Basic,No,Yes
CUST-0826,Female,58,1,64.92,64.92,Month-to-month,Credit card,Fiber optic,8,8,19,Basic,No,Yes
CUST-0827,Male,26,45,81.83,3679.87,Two year,Bank transfer,Fiber optic,5,6,3,Basic,Yes,No
CUST-0828,Male,40,3,40.31,148.83,Month-to-month,Electronic check,DSL,6,17,12,Basic,No,Yes
CUST-0829,Female,27,5,59.08,325.47,Month-to-month,Credit card,DSL,3,8,25,Premium,No,Yes
CUST-0830,Male,36,21,66.25,1355.3,One year,Electronic check,Fiber optic,2,5,19,Basic,No,No
CUST-0831,Male,78,19,80.04,1490.52,One year,Credit card,Fiber optic,5,5,11,Standard,No,Yes
CUST-0832,Male,64,19,68.68,1301.61,One year,Credit card,Fiber optic,4,12,17,Basic,No,Yes
CUST-0833,Male,22,4,29.4,132.83,Month-to-month,Bank transfer,No,1,21,9,Standard,No,No
CUST-0834,Male,64,44,75.31,3281.58,Two year,Credit card,DSL,1,16,20,Premium,No,No
CUST-0835,Male,69,1,81.33,81.33,Month-to-month,Bank transfer,Fiber optic,4,14,16,Standard,No,Yes
CUST-0836,Male,40,13,95.68,1264.55,Month-to-month,Electronic check,Fiber optic,2,8,14,Premium,No,Yes
CUST-0837,Female,47,33,69.69,2322.91,Two year,Bank transfer,Fiber optic,2,5,21,Basic,No,No
CUST-0838,Male,42,37,25.8,948.51,One year,Electronic check,No,1,22,7,Basic,No,No
CUST-0839,Female,45,6,85.31,471.84,Month-to-month,Mailed check,Fiber optic,3,30,8,Standard,No,Yes
CUST-0840,Female,51,18,78.27,,One year,Electronic check,Fiber optic,1,16,15,Standard,Yes,Yes
CUST-0841,Male,62,11,87.89,948.38,Month-to-month,Mailed check,Fiber optic,10,28,5,Premium,No,Yes
CUST-0842,Female,73,21,47.8,1014.55,Month-to-month,Credit card,DSL,5,4,14,Basic,Yes,Yes
CUST-0843,Male,65,23,69.06,1570.39,Month-to-month,Credit card,Fiber optic,3,2,20,Basic,Yes,No
CUST-0844,Female,64,44,61.52,2708.9,Two year,Electronic check,Fiber optic,0,24,9,Basic,No,No
CUST-0845,Male,42,8,49.74,404.12,Month-to-month,Mailed check,No,1,15,15,Premium,No,No
CUST-0846,Male,27,20,57.65,1178.68,One year,Mailed check,No,1,1,24,Premium,Yes,No
CUST-0847,Male,31,8,79.88,610.88,Month-to-month,Credit card,Fiber optic,5,19,10,Standard,No,Yes
CUST-0848,Female,59,8,86.8,676.77,One year,Mailed check,Fiber optic,3,2,17,Standard,No,No
CUST-0849,Female,74,13,63.9,862.97,Month-to-month,Bank transfer,DSL,2,8,17,Standard,No,No
CUST-0850,Female,63,28,66.87,1876.99,One year,Credit card,DSL,1,18,7,Standard,Yes,No
CUST-0851,Male,75,3,71.68,197.85,Month-to-month,Electronic check,Fiber optic,15,13,15,Basic,No,Yes
CUST-0852,Female,47,22,78.01,1730.68,One year,Credit card,Fiber optic,0,13,18,Standard,No,No
CUST-0853,Male,72,54,36.88,1971.54,Two year,Credit card,DSL,0,29,15,Basic,No,No
CUST-0854,Female,58,24,79.62,1914.79,One year,Credit card,Fiber optic,5,16,0,Standard,No,Yes
CUST-0855,Male,42,22,63.44,1381.99,Month-to-month,Electronic check,Fiber optic,4,7,13,Basic,No,Yes
CUST-0856,Male,31,35,58.38,2068.16,Two year,Mailed check,DSL,5,16,7,Standard,No,No
CUST-0857,Male,52,1,90.07,90.07,Month-to-month,Credit card,Fiber optic,2,26,13,Standard,Yes,Yes
CUST-0858,Male,69,31,62.55,1885.97,One year,Electronic check,DSL,0,16,12,Standard,No,No
CUST-0859,Female,65,50,80.6,4021.03,Two year,Bank transfer,Fiber optic,4,6,16,Standard,No,No
CUST-0860,Male,51,5,31.46,143.96,Month-to-month,Electronic check,No,4,8,13,Standard,No,Yes
CUST-0861,Female,27,6,77.64,460.96,Month-to-month,Electronic check,Fiber optic,4,3,9,Standard,No,Yes
CUST-0862,Male,52,5,19.99,111.09,Month-to-month,Mailed check,No,0,9,12,Basic,No,No
CUST-0863,Female,28,21,58.66,1208.22,One year,Mailed check,DSL,3,28,11,Standard,No,Yes
CUST-0864,Male,28,40,74.47,2963.26,One year,Electronic check,Fiber optic,1,3,29,Basic,Yes,No
CUST-0865,Male,38,19,80.59,1531.09,Month-to-month,Mailed check,Fiber optic,2,20,14,Standard,No,Yes
CUST-0866,Female,38,1,82.09,82.09,Month-to-month,Mailed check,Fiber optic,1,4,28,Standard,No,Yes
CUST-0867,Male,39,12,37.7,453.7,Month-to-month,Bank transfer,No,1,1,20,Standard,No,No
